"","logFC","logCPM","LR","PValue","FDR"
"ZBTB39",-0.266929271177837,3.06140589640474,1.52933594440871,0.216212135004238,0.99083117613231
"GYS1",-0.110361649141043,6.01620055984782,1.52861221723796,0.216320845727989,0.99083117613231
"MIR6861",-0.163826333325428,5.83167705786775,1.52847158644471,0.216341977365959,0.99083117613231
"LINC01910",-0.416727961013972,0.385084219929338,1.52836999365254,0.216357244556886,0.99083117613231
"UBXN1",0.115401552205175,7.20045683842047,1.52817949534204,0.216385875775462,0.99083117613231
"ARHGEF17",-0.139860866422506,5.5883564889674,1.52797021831364,0.216417334569673,0.99083117613231
"RPRD2",-0.135596978187384,6.02553755562864,1.52668764895657,0.216610251080591,0.99083117613231
"EFNA2",-0.406853672331419,0.104508005221249,1.52637264718028,0.216657663112437,0.99083117613231
"IQCG",0.280548194218025,1.96093572731531,1.52619530070199,0.216684361596889,0.99083117613231
"RPS16",0.125200508476378,9.83442039719593,1.52611471312048,0.216696494885173,0.99083117613231
"SMC1A",-0.114527991933135,8.15472938186477,1.52599557104236,0.216714434431669,0.99083117613231
"RBM15",-0.110373815154685,6.03153972012428,1.5258263011029,0.216739924908683,0.99083117613231
"NDOR1",-0.134903214991391,4.93439700660398,1.52569525010796,0.216759662421401,0.99083117613231
"SHPRH",-0.164802865751404,4.4838673465656,1.52427377334326,0.216973887824281,0.99083117613231
"HNRNPH2",0.0966534896882357,6.56075108387395,1.52385502962937,0.217037043200974,0.99083117613231
"STARD4",0.126838006713698,6.70608879934542,1.52289292381188,0.21718223202893,0.99083117613231
"EID2",0.132253419099598,4.50227694411391,1.52287917111971,0.217184308249936,0.99083117613231
"ERI2",-0.175243685057045,3.72292816474239,1.52257188513011,0.217230704872295,0.99083117613231
"ST13",0.0964789838390103,8.38684839217676,1.52249721634169,0.217241980777469,0.99083117613231
"SNHG5",0.126858407373034,8.82315066499055,1.521847468879,0.217340130082122,0.99083117613231
"IMPAD1",-0.104292863199599,6.83367995988894,1.52158690727533,0.21737950474274,0.99083117613231
"RPS25",0.124185321825482,9.0315414721836,1.52158394587627,0.217379952302211,0.99083117613231
"DHX9",0.0923415085544613,7.96611954331555,1.52101103376628,0.217466557796868,0.99083117613231
"HOXC4",-0.269111562992956,1.88780576190827,1.52057197133161,0.217532957453388,0.99083117613231
"ZNF573",0.457807559519114,0.806884828070187,1.52006695066872,0.217609361896372,0.99083117613231
"POM121",-0.124159909343491,5.52521395609197,1.51879966288073,0.217801230436228,0.99083117613231
"RMND5B",-0.12327070635487,5.20169416076824,1.51861111179985,0.217829794476803,0.99083117613231
"SNX11",0.140005473978622,4.50159314697123,1.51851394283568,0.217844516572508,0.99083117613231
"EIF3J",0.104158703834339,7.6937970060943,1.51813260976408,0.217902303912585,0.99083117613231
"HAS3",0.369079875156548,0.769095836928542,1.517870479706,0.217942037789007,0.99083117613231
"PPP3CB-AS1",-0.230528089462893,2.45325829343711,1.51776081381932,0.21795866359191,0.99083117613231
"UNG",0.0948354426149052,6.63114790786389,1.51770601477326,0.217966971921048,0.99083117613231
"ETFA",0.0979561553476918,7.78384120585146,1.51709849422572,0.218059106141921,0.99083117613231
"TYSND1",-0.117428787046232,5.42965346567285,1.51533781614185,0.21832638625086,0.99083117613231
"C11orf68",-0.152787735843077,4.17690020079755,1.51487739452082,0.218396345091465,0.99083117613231
"OCIAD2",0.154863826084177,4.71051990740207,1.51466584552355,0.218428497904847,0.99083117613231
"ORAI2",0.124177259501623,4.83948735460948,1.51463218564848,0.218433614307405,0.99083117613231
"RNF213",-0.169635538979061,7.41245823904535,1.51384341303617,0.218553551063081,0.99083117613231
"KLRC3",0.349186829210021,1.22043726635121,1.51362129985835,0.218587338639462,0.99083117613231
"PHOSPHO2",-0.330839216652636,1.21285140476658,1.51349965798058,0.2186058452894,0.99083117613231
"LAMA4",-0.104450205166009,5.90730280308868,1.51312691614935,0.21866256604074,0.99083117613231
"UPF3B",0.0932162247386073,6.28625127568944,1.51301138647136,0.218680149950604,0.99083117613231
"LOC553103",-0.211003246037157,3.36260088048373,1.51205735006584,0.21882542122203,0.99083117613231
"MIR8085",-0.117089082868005,4.98548762257374,1.5116576043396,0.218886324797819,0.99083117613231
"SEMA3A",-0.230232413917123,2.6298517851733,1.51078682486121,0.219019063132562,0.99083117613231
"CELF1",-0.0984753123239927,7.64315819112039,1.51027391528405,0.219097294090026,0.99083117613231
"LIPT1",-0.25185538188052,1.82735087638441,1.5100759135198,0.219127503009009,0.99083117613231
"EXTL3",-0.167132217541615,4.47082306302924,1.51005503887539,0.219130688121028,0.99083117613231
"KNSTRN",0.0980836227699646,6.24630841453512,1.50997440458263,0.21914299204746,0.99083117613231
"LINC00476",0.232799878337811,2.68671800069344,1.50977937758707,0.21917275448018,0.99083117613231
"ZNF480",-0.150183909446657,4.34576530945298,1.50964642076913,0.219193047351671,0.99083117613231
"ZCCHC7",0.093127504473024,6.54538308675904,1.50951941616565,0.219212433845748,0.99083117613231
"PLEKHA8",-0.118186802263106,4.88013247167172,1.50880400314571,0.2193216756146,0.99083117613231
"DUSP19",0.335386049348941,0.98503890913894,1.50799841530225,0.219444764654368,0.99083117613231
"PCDHAC2",-0.330042570545404,0.909141028189779,1.50712836346859,0.219577796061023,0.99083117613231
"ZNF106",-0.111220314108907,7.15078883471328,1.50672043865372,0.219640201146877,0.99083117613231
"BEND3",-0.162203377138271,4.3092068310805,1.50662818066177,0.219654317879945,0.99083117613231
"SYNC",-0.389520066944598,0.323458296252778,1.50658931983864,0.219660264441039,0.99083117613231
"ZNF251",0.300281110840409,1.39043229203892,1.50509806487463,0.219888604576693,0.99083117613231
"HSPH1",0.113071328560373,8.30236065747584,1.50474889506711,0.219942110216393,0.99083117613231
"ATP5A1",0.0965718033767486,9.08808870634649,1.50396657897646,0.220062046239676,0.99083117613231
"HMGB1",0.101465448249137,7.84099892203759,1.50361665106167,0.220115718591667,0.99083117613231
"CBWD1",0.148359748050717,3.88345024989714,1.50224666752248,0.220325998784324,0.99083117613231
"COQ3",0.139490769677669,4.64914720624548,1.50189999759032,0.220379247556175,0.99083117613231
"PSMG3",0.111930385772863,5.06871624987464,1.50162230291604,0.220421912766898,0.99083117613231
"H3F3A",0.0993984881781753,7.73696943537905,1.5010632987355,0.220507828509253,0.99083117613231
"FLNA",-0.119421057116551,11.3688732067161,1.50063472061947,0.220573725614513,0.99083117613231
"RNF20",0.109232808678492,5.47832699572851,1.49924262531901,0.220787933162315,0.99083117613231
"LOC100288181",-0.481343601467086,0.50601999349584,1.49901726753166,0.220822633289378,0.99083117613231
"PTPRJ",-0.119116808633805,6.45711252293178,1.49870252800008,0.220871107143345,0.99083117613231
"SLC35E2",-0.185667504820169,3.32395301185125,1.49869249647753,0.220872652333373,0.99083117613231
"PCGF5",-0.0934470372657071,7.36750482890909,1.49864074831773,0.22088062348622,0.99083117613231
"NSD3",-0.091177318741677,7.06710387013792,1.49819125752296,0.220949876355086,0.99083117613231
"ENG",-0.114240830613379,5.09105388829351,1.49750581972377,0.221055531462643,0.99083117613231
"BOLA1",0.237509841409861,2.93991966507688,1.49649304071811,0.221211754349697,0.99083117613231
"SEMA4D",-0.257748837434468,2.19982759943307,1.49572600916987,0.221330158125835,0.99083117613231
"KBTBD7",0.24973737101799,2.20274029497088,1.4956800172261,0.221337260137211,0.99083117613231
"MOB4",0.123093968742199,4.79246730053423,1.49513955939797,0.221420737296791,0.99083117613231
"DDX54",-0.095417921990101,7.68473318831426,1.49422102821708,0.221562696687689,0.99083117613231
"PRKCA",-0.136379905006614,7.13492569888335,1.49409598827516,0.221582030081422,0.99083117613231
"SHANK3",-0.205845603504707,3.17459212356819,1.49304906641747,0.221743981978421,0.99083117613231
"CLTCL1",-0.143229449729923,4.83661188597385,1.4929649022807,0.221757007762424,0.99083117613231
"ZDHHC24",0.151965807680541,4.48535770912098,1.49246550448366,0.221834316614772,0.99083117613231
"NDUFB4",0.111051962353202,6.49077217199652,1.49243868823523,0.221838468793422,0.99083117613231
"HDAC6",-0.10733993811739,5.43344575670579,1.49231281255788,0.221857960394672,0.99083117613231
"CHD3",-0.0972007541094316,7.1842972809282,1.49173740394763,0.221947087381868,0.99083117613231
"KDM7A",-0.115531388488358,5.55470029684777,1.49051905484845,0.222135943022289,0.99083117613231
"RPP40",0.135056449391575,4.64935203137128,1.4905154166418,0.222136507266643,0.99083117613231
"NPTN",0.0929687219171011,6.49020122486559,1.49043308506023,0.222149276414448,0.99083117613231
"KCTD13",-0.15678054863141,3.60194041566951,1.48989711717182,0.222232423380466,0.99083117613231
